"Story","Title","Result","Date","Stability","Duration (s)"
"Login de usuario","Login fallido por credenciales inválidas","PENDING","2025-08-28T10:57:01.7817054-05:00[America/Bogota]","0.0","7.31"
"Login de usuario","Usuario bloqueado","PENDING","2025-08-28T10:57:09.5640937-05:00[America/Bogota]","0.0","5.57"
